buffer:0
buffer:1000
buffer:2000
D:\UCB\capstone\RL-for-Cost-Savings-DRL\Optimal-Energy-System-Scheduling-Combining-Mixed-Integer-Programming-and-Deep-Reinforcement-Learning\MIP_DQN.py:199: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at ..\torch\csrc\utils\tensor_new.cpp:248.)
  states = torch.as_tensor((state,), dtype=torch.float32, device=self.device)
buffer:3000
buffer:4000
buffer:5000
buffer:6000
buffer:7000
buffer:8000
buffer:9000
curren epsiode is 0, reward:-30.759145796757334,unbalance:1942.0079103517555,buffer_length: 10000
curren epsiode is 1, reward:-29.16142091732137,unbalance:2817.9157168640104,buffer_length: 11000
curren epsiode is 2, reward:-25.024360672512934,unbalance:2423.3569864434485,buffer_length: 11000
curren epsiode is 3, reward:-6.366822614752134,unbalance:594.2109656894805,buffer_length: 11000
curren epsiode is 4, reward:-16.654307801691036,unbalance:1626.8879858265125,buffer_length: 11000
curren epsiode is 5, reward:-18.44358630218223,unbalance:1785.0843269796983,buffer_length: 11000
curren epsiode is 6, reward:-14.261655283729082,unbalance:1392.1533648186003,buffer_length: 11000
curren epsiode is 7, reward:-13.683933895645541,unbalance:1280.6003056447234,buffer_length: 11000
curren epsiode is 8, reward:-12.640124281301516,unbalance:1193.1288436460588,buffer_length: 11000
curren epsiode is 9, reward:-25.949751154265314,unbalance:2449.4473561718996,buffer_length: 11000
curren epsiode is 10, reward:-25.984586131524715,unbalance:2487.959189894403,buffer_length: 11000
curren epsiode is 11, reward:-13.697445246160814,unbalance:1261.9058984230303,buffer_length: 12000
curren epsiode is 12, reward:-8.170003050926487,unbalance:706.8474852014365,buffer_length: 12000
curren epsiode is 13, reward:-25.457041003559205,unbalance:2120.1886493955926,buffer_length: 12000
curren epsiode is 14, reward:-17.889342222766246,unbalance:1329.7608668827957,buffer_length: 12000
curren epsiode is 15, reward:-21.837455623124846,unbalance:1632.0095233079114,buffer_length: 12000
curren epsiode is 16, reward:-22.56742614393299,unbalance:1740.0421000167178,buffer_length: 12000
curren epsiode is 17, reward:-33.25230001948926,unbalance:2544.9222092363343,buffer_length: 12000
curren epsiode is 18, reward:-40.30291219634867,unbalance:3185.9954393864723,buffer_length: 12000
curren epsiode is 19, reward:-20.585005937003967,unbalance:1410.95029035805,buffer_length: 12000
curren epsiode is 20, reward:-26.24006086567867,unbalance:2023.7709410297366,buffer_length: 12000
curren epsiode is 21, reward:-15.251958962444679,unbalance:1162.1790419789243,buffer_length: 13000
curren epsiode is 22, reward:-8.127889542506553,unbalance:474.46450951892615,buffer_length: 13000
curren epsiode is 23, reward:-26.189046906297133,unbalance:2116.2820074386227,buffer_length: 13000
curren epsiode is 24, reward:-30.045580019065042,unbalance:2499.1447443621187,buffer_length: 13000
curren epsiode is 25, reward:-14.811150762307163,unbalance:1088.6216132244683,buffer_length: 13000
curren epsiode is 26, reward:-8.399503198703208,unbalance:674.2882243745165,buffer_length: 13000
curren epsiode is 27, reward:-11.95870313169435,unbalance:1058.9799726907122,buffer_length: 13000
curren epsiode is 28, reward:-19.31693816003111,unbalance:1550.2282364030118,buffer_length: 13000
curren epsiode is 29, reward:-12.129183994200549,unbalance:1042.9849800612449,buffer_length: 13000
curren epsiode is 30, reward:-15.834983962867192,unbalance:1366.790525564034,buffer_length: 13000
curren epsiode is 31, reward:-15.879480157517776,unbalance:1268.2624248774964,buffer_length: 14000
curren epsiode is 32, reward:-7.069381723438784,unbalance:532.945262181733,buffer_length: 14000
curren epsiode is 33, reward:-12.594464402612836,unbalance:740.5316406929546,buffer_length: 14000
curren epsiode is 34, reward:-7.174465116268841,unbalance:347.88161860341796,buffer_length: 14000
curren epsiode is 35, reward:-6.066756361587697,unbalance:359.8351276181002,buffer_length: 14000
curren epsiode is 36, reward:-18.71583852763576,unbalance:1193.41578395619,buffer_length: 14000
curren epsiode is 37, reward:-10.156781270412397,unbalance:571.7140015914268,buffer_length: 14000
curren epsiode is 38, reward:-9.033637932079891,unbalance:426.78950080167624,buffer_length: 14000
curren epsiode is 39, reward:-11.04678160336416,unbalance:725.9795065222781,buffer_length: 14000
curren epsiode is 40, reward:-6.552529952257962,unbalance:184.947717607221,buffer_length: 14000
curren epsiode is 41, reward:-8.813333294190858,unbalance:283.86943517455956,buffer_length: 15000
curren epsiode is 42, reward:-4.253764366061764,unbalance:137.26414330227203,buffer_length: 15000
curren epsiode is 43, reward:-8.537928725434915,unbalance:463.2915558479174,buffer_length: 15000
curren epsiode is 44, reward:-7.376688355865305,unbalance:360.9819590046819,buffer_length: 15000
curren epsiode is 45, reward:-28.5215735256705,unbalance:1902.1680830248774,buffer_length: 15000
curren epsiode is 46, reward:-9.13426783117038,unbalance:424.73121194652316,buffer_length: 15000
curren epsiode is 47, reward:-13.222778221931884,unbalance:662.3726399559048,buffer_length: 15000
curren epsiode is 48, reward:-11.011857689546218,unbalance:357.68750386535265,buffer_length: 15000
curren epsiode is 49, reward:-16.476419054207703,unbalance:792.7294322304365,buffer_length: 15000
curren epsiode is 50, reward:-9.398700324675225,unbalance:274.3569544168448,buffer_length: 15000
curren epsiode is 51, reward:-5.782012083289085,unbalance:240.6362901822023,buffer_length: 16000
curren epsiode is 52, reward:-8.527218693591927,unbalance:394.90256580442303,buffer_length: 16000
curren epsiode is 53, reward:-9.130123773650045,unbalance:578.2136619419322,buffer_length: 16000
curren epsiode is 54, reward:-8.490619946551298,unbalance:599.167093424741,buffer_length: 16000
curren epsiode is 55, reward:-5.167873684338278,unbalance:314.9421783350746,buffer_length: 16000
curren epsiode is 56, reward:-12.932112078608407,unbalance:997.7310611824863,buffer_length: 16000
curren epsiode is 57, reward:-6.329240297393338,unbalance:324.58284458184806,buffer_length: 16000
curren epsiode is 58, reward:-10.979866426932476,unbalance:818.4677150499987,buffer_length: 16000
curren epsiode is 59, reward:-23.91102409404931,unbalance:1807.6969537777438,buffer_length: 16000
